census_tract_id_2020,fraction_poverty,fraction_snap,fraction_insured,median_income,fraction_hs,fraction_vacant,dep_index
06077003406,0.232,0.282,0.904,42000,0.673,0.061,0.4841758431001213
06077004402,0.092,0.132,0.924,102000,0.773,0.061,0.30278937303276854
06077004600,0.1,0.117,0.904,98900,0.807,0.069,0.30038102213677326
06077001400,0.182,0.215,0.955,56000,0.838,0.115,0.3685039061662093
06077003106,0.09,0.074,0.985,91600,0.866,0,0.23321565005321448
06077001700,0.356,0.393,0.95,31300,0.649,0.128,0.5655362743441682
06077000401,0.215,0.184,0.95,63700,0.817,0.126,0.37377243128978366
06077003404,0.256,0.27,0.904,56700,0.696,0.03,0.46485161639748473
37037020600,0.071,0.059,0.925,61000,0.907,0.159,0.27467713399639565
37105030102,0.031,0.069,0.892,103000,0.933,0.051,0.22022940840135954
02110000100,0.053,0.031,0.961,129000,0.981,0.093,0.15789105522560268
05107480500,0.44,0.374,0.918,24600,0.882,0.324,0.5490799857231975
02020001731,0.075,0.145,0.904,81200,0.857,0.078,0.29963178958202463
02020002822,0.029,0.016,0.94,158000,0.977,0.072,0.12785669161803204
02122000800,0.153,0.157,0.867,58800,0.908,0.384,0.37907138298386495
02122001100,0.138,0.093,0.856,81600,0.927,0.263,0.3198011629732388
02170000300,0.088,0.122,0.873,96800,0.957,0.088,0.26291029468608573
12031013200,0.096,0.132,0.969,60300,0.978,0,0.24691883894027086
12031011600,0.393,0.304,0.936,37000,0.831,0.131,0.4909062384746723
12031012000,0.271,0.201,0.918,56500,0.887,0.111,0.38964050248691645
12031014500,0.193,0.133,0.839,57700,0.758,0.029,0.405647574020625
39125960400,0.112,0.114,0.931,56600,0.887,0.128,0.30901886683723084
29047021103,0.076,0.029,0.95,90900,0.94,0.048,0.20937628284726714
29047021204,0.157,0.127,0.857,64100,0.902,0,0.32854708799185856
29165030002,0.232,0.134,0.8,48100,0.932,0.05,0.3850574368396358
15003002003,0.149,0.061,0.897,58800,0.931,0.361,0.3280103985630077
15003011105,0.021,0.048,0.981,142000,0.965,0.129,0.14376431231928305
15003010601,0.032,0.144,0.988,130000,0.922,0.083,0.19244988810954217
15003010903,0.055,0.069,0.969,123000,0.991,0.017,0.15982829586328362
15003004900,0.052,0.082,0.97,82900,0.875,0.038,0.23729454511048167
15003001400,0.064,0.07,0.98,130000,0.943,0.061,0.17432985654329697
13101880100,0.243,0.198,0.844,44600,0.824,0.257,0.4545079645558887
13185011100,0.206,0.154,0.882,57500,0.956,0.115,0.3440950385022097
13277960700,0.208,0.268,0.875,50400,0.906,0.082,0.40001274255693225
15007940000,0.082,0.18,0.957,94400,0.937,0.044,0.25113623174481103
12047960300,0.154,0.373,0.861,54800,0.902,0.186,0.4281953251842631
39171950700,0.112,0.11,0.961,63300,0.935,0.048,0.2659681375435798
47051960700,0.131,0.027,0.948,72500,0.954,0.201,0.25583032570063435
02198940100,0.155,0.279,0.865,69500,0.914,0.098,0.3727288257669645
20009971500,0.046,0.055,0.926,64500,0.928,0.146,0.2534828901541845
20009971700,0.154,0.145,0.771,49900,0.731,0.272,0.4648177357651004
20209040900,0.044,0.108,0.722,70900,0.746,0.149,0.39899057064760135
20209041600,0.098,0.151,0.64,59900,0.718,0.258,0.4904649189957325
20209042800,0.275,0.305,0.901,51300,0.855,0.064,0.4376592158201133
20209045100,0.207,0.153,0.811,46000,0.901,0.059,0.39169267910759514
26035001000,0.151,0.125,0.816,42500,0.85,0.41,0.42366547506028523
02185000200,0.16,0.24,0.814,83400,0.831,0.221,0.4117287013877449
20103070300,0.1,0.126,0.837,83300,0.956,0.096,0.2937421101304946
22033004201,0.418,0.183,0.917,34100,0.861,0.122,0.4614970287308761
22033002300,0.054,0.04,0.981,82900,0.994,0.143,0.19366265099751506
22033001104,0.545,0.538,0.733,21300,0.75,0.343,0.7487323146367209
26091061302,0.261,0.229,0.912,39900,0.836,0.138,0.43099413525919483
26125161200,0.033,0.048,0.974,105000,0.937,0.029,0.17918076998489021
26125161400,0.148,0.175,0.969,43700,0.946,0.084,0.310975262101502
26125196200,0.095,0.023,0.9,109000,0.939,0.069,0.21961888587541703
26125122700,0.047,0.049,0.985,87600,0.91,0.031,0.20392249043214025
26125145300,0.087,0.124,0.952,74900,0.944,0.054,0.25316846229650214
26125168800,0.033,0.035,0.985,180000,0.973,0.049,0.09860313958646028
26125170300,0.029,0.039,0.935,112000,0.978,0.048,0.17200535196123326
26125150400,0.036,0.028,0.985,179000,0.971,0.017,0.09533948249229464
26125150800,0.035,0.032,0.978,145000,0.991,0.072,0.1269044800878558
26125134300,0.062,0.036,0.958,106000,0.95,0.045,0.18758511622325855
26125173000,0.095,0.081,0.91,82800,0.959,0.111,0.25326668190672386
26125188100,0.034,0.034,1,166000,0.993,0.019,0.09475207181113372
26125193500,0.227,0.248,0.935,67500,0.88,0.017,0.3652887650303548
26125167900,0.063,0.024,0.95,131000,0.985,0,0.14938664800309395
26125141300,0.11,0.147,0.851,39900,0.879,0.053,0.35541683314935313
26125191100,0.032,0.036,0.908,76100,0.987,0.02,0.2058419549746707
26125193100,0.072,0.07,0.98,112000,0.969,0.015,0.17804327945055884
26125183900,0.096,0.024,0.984,116000,0.994,0.084,0.166991735649935
26163583200,0.22,0.204,0.86,53100,0.757,0.13,0.4436557938579108
26163562400,0.016,0.013,0.989,121000,0.987,0.053,0.13034647662983112
26163541500,0.262,0.421,0.872,40900,0.857,0.179,0.4996500782828268
26163507400,0.539,0.401,0.938,37600,0.85,0.353,0.5852917987220341
26163584400,0.103,0.162,0.944,54600,0.889,0.057,0.30839956200481733
26163564300,0.036,0.02,0.981,114000,0.942,0.067,0.1644495119526727
26163556900,0.013,0.038,0.993,106000,0.963,0.022,0.1523842351265311
26163539200,0.168,0.176,0.913,41900,0.962,0.046,0.33002489178514555
26163506900,0.409,0.398,0.85,31600,0.779,0.139,0.5782667897060653
26163583400,0.089,0.119,0.913,69500,0.903,0.041,0.2833590193278862
26163572000,0.157,0.218,0.941,84700,0.929,0.046,0.30380193377276926
26163569500,0.041,0.045,0.959,62600,0.901,0.035,0.23472370683064417
26163555600,0.149,0.108,0.925,89800,0.988,0.016,0.24692009319396038
26163504300,0.251,0.522,0.959,41900,0.857,0.291,0.506268206511853
26163574600,0.135,0.098,0.955,99500,0.918,0.034,0.2458304446625146
26163572100,0.152,0.197,0.944,70300,0.898,0.033,0.3158332855668385
26163584300,0.178,0.171,0.951,56600,0.865,0.057,0.3393926793231562
26163535100,0.336,0.545,0.92,33000,0.836,0.309,0.5716795867321212
26163500900,0.442,0.401,0.94,30900,0.766,0.25,0.5748011251015136
26163595000,0.098,0.142,0.949,61700,0.92,0.129,0.29094096331314695
26163577100,0.386,0.305,0.911,40900,0.665,0.071,0.543524550305856
26163531700,0.354,0.289,0.86,28200,0.814,0.553,0.563065032120239
26163566400,0.221,0.249,0.886,43800,0.954,0.132,0.38981098428428324
26163531400,0.424,0.239,0.858,36900,0.899,0.379,0.5160491226468474
26163554600,0.077,0.12,0.97,83100,0.927,0.054,0.24096312740754433
26163552300,0.331,0.419,0.926,47100,0.71,0.111,0.5381634277232946
26163525700,0.261,0.302,0.729,45100,0.59,0.078,0.59063782108183
26163546700,0.226,0.438,0.903,37400,0.748,0.156,0.518444736657641
26163546100,0.399,0.474,0.964,36900,0.678,0.116,0.5826800645367712
26163545200,0.508,0.542,0.958,29700,0.762,0.233,0.631977689527494
26163517500,0.526,0.531,0.992,20200,0.832,0.101,0.5915151042910193
26163557700,0.028,0.044,0.968,117000,0.963,0.051,0.16229329531319792
26163542100,0.392,0.513,0.884,35700,0.887,0.106,0.5509320386268665
26099226400,0.028,0.033,0.969,127000,0.875,0,0.17391719270490538
26099261700,0.222,0.139,0.913,48600,0.94,0.04,0.33777370052619754
26099240300,0.04,0.238,0.971,85000,0.942,0.038,0.25500807388117736
26099241400,0.048,0.054,0.959,79800,0.944,0,0.2068024745946533
26099258900,0.215,0.179,0.917,72600,0.82,0.127,0.37597613480219017
26099255400,0.098,0.063,0.959,80000,0.915,0.057,0.24192102934299325
26099256500,0.035,0.104,0.911,78000,0.91,0,0.2478001857744551
26099250500,0.071,0.04,0.935,92700,0.961,0.076,0.21114490351929405
26099225701,0.148,0.142,0.883,66800,0.889,0.038,0.32702282029169844
26099230300,0.125,0.144,0.97,75600,0.896,0.071,0.2824057360410819
26099231800,0.111,0.173,0.97,74500,0.84,0.004,0.2984181812233089
26099231900,0.049,0.131,0.936,79400,0.881,0.006,0.26048993074033855
26099260000,0.054,0.094,0.947,96600,0.932,0,0.21492141789722574
26111290100,0.276,0.2,0.948,41400,0.956,0.128,0.3715204814393241
26145000100,0.579,0.555,0.963,20100,0.967,0.293,0.6034329623593785
26145001800,0.302,0.605,0.932,35100,0.706,0.163,0.5990027520356002
26147644000,0.072,0.148,0.952,63900,0.898,0.13,0.2887711258971451
26147631600,0.069,0.04,0.991,74800,0.946,0.215,0.22608551758032358
22005030102,0.042,0.13,0.964,82400,0.919,0.113,0.24473115962188274
22057021800,0.193,0.254,0.946,47100,0.727,0.078,0.4273715716593882
22057020100,0.149,0.173,0.947,49400,0.878,0.148,0.34411462190894054
26017281000,0.256,0.135,0.947,53000,0.909,0.156,0.35533083511083396
26017285100,0.049,0.097,0.989,76200,0.989,0.017,0.19880945885082685
26049011212,0.026,0.116,0.921,64000,0.907,0.056,0.26395857461872557
26049000300,0.333,0.5,0.986,38500,0.841,0.176,0.5116886944021907
26049001200,0.155,0.148,0.974,56600,0.941,0.188,0.30624692083101823
26049003800,0.117,0.227,0.855,47100,0.904,0.244,0.38748938186254867
26049010501,0.318,0.382,0.902,36600,0.877,0.154,0.48947434972621207
26049010201,0.035,0.072,0.98,89300,0.949,0.024,0.19333334450787731
26087332000,0.103,0.084,0.951,71200,0.912,0.137,0.27028801551433396
26115830600,0.035,0.058,0.963,75200,0.856,0.089,0.24587816111300753
26155030500,0.096,0.112,0.956,49700,0.92,0.113,0.28707305689655177
18003010304,0.028,0.006,0.943,94600,0.969,0.015,0.17280471313226384
18003011501,0.129,0.074,0.915,50000,0.891,0.032,0.3017207164701769
18003004101,0.141,0.045,0.922,52700,0.954,0.052,0.273405391336056
18003002800,0.301,0.317,0.803,35700,0.687,0.102,0.5592717877136985
18169102700,0.172,0.227,0.953,66700,0.904,0.103,0.3370334534446995
19163010600,0.417,0.324,0.695,22500,0.853,0.143,0.5988143904822802
19163011700,0.094,0.115,0.938,83600,0.931,0.061,0.2557619892288467
19163013500,0.145,0.164,0.951,75900,0.961,0.014,0.27320449310642386
02240000100,0.183,0.158,0.862,43400,0.909,0.38,0.40312626930204126
02240000400,0.105,0.076,0.819,90200,0.943,0.319,0.31134080993178714
18033020500,0.112,0.041,0.879,52100,0.949,0.027,0.2777421029884909
22121020200,0.182,0.068,0.902,66800,0.755,0.122,0.36385915782489814
01089011021,0.123,0.125,0.913,82500,0.958,0.04,0.266784284543676
18053000600,0.259,0.195,0.911,42700,0.852,0.189,0.4187805297847972
18057111007,0.108,0.081,0.907,85600,0.93,0.19,0.2750681700657987
18097357000,0.082,0.07,0.953,76100,0.848,0.17,0.2796865544925981
18097330900,0.181,0.391,0.902,35400,0.754,0.07,0.47995236688381937
18097330600,0.136,0.206,0.95,49600,0.818,0.07,0.35952949601433193
18097350900,0.145,0.089,0.9,73100,0.976,0.151,0.2826691606880837
18097352400,0.144,0.28,0.876,39700,0.802,0.116,0.4300445882113648
18097354700,0.334,0.088,0.892,24100,0.885,0.251,0.4301955592465613
18097355100,0.543,0.528,0.825,19600,0.638,0.165,0.7300454844547382
18097322200,0.054,0.045,0.905,104000,0.976,0.013,0.19626384625909815
18097381203,0.191,0.211,0.902,44900,0.63,0.127,0.4700391471577071
18097320500,0.085,0.088,0.969,71500,0.976,0.08,0.23075594282270484
18097342300,0.106,0.187,0.874,53200,0.696,0.094,0.41247751779172137
19057000300,0.304,0.258,0.956,33200,0.89,0.067,0.4169346168864669
19145490300,0.227,0.282,0.954,55100,0.92,0.107,0.3757725769126701
20085082700,0.107,0.105,0.83,58400,0.899,0.084,0.3309894776051013
20157978300,0.137,0.033,0.931,47200,0.959,0.237,0.2894692784045125
22021000100,0.327,0.355,0.977,29400,0.841,0.333,0.49573540894444923
22025000100,0.21,0.226,0.928,49200,0.746,0.281,0.4464108042443103
22041950100,0.127,0.157,0.951,60200,0.847,0.152,0.3325133589204525
22045031000,0.322,0.488,0.882,33100,0.771,0.188,0.5718791623569816
22051025400,0.231,0.257,0.827,34800,0.805,0.126,0.473805153901564
22051027703,0.236,0.329,0.923,45500,0.764,0.066,0.4596024522218823
22051023903,0.093,0.057,0.975,121000,0.975,0.135,0.1871138349101781
22051020511,0.066,0.1,0.892,60700,0.938,0.081,0.27812621490484746
22051023902,0.034,0.108,0.987,131000,0.937,0.061,0.1744026155413236
22065960200,0.307,0.303,0.867,37400,0.701,0.389,0.5606053863022005
22071004600,0.102,0.103,0.949,71400,0.987,0.11,0.24790258867948817
22071003400,0.299,0.174,0.913,40900,0.84,0.354,0.44940833277008896
22071011600,0.08,0,0.937,216000,0.989,0.156,0.09784130608240375
22071009400,0.537,0.324,0.921,NA,0.721,0.273,NA
22071008300,0.099,0.086,0.968,114000,0.925,0.137,0.2230918673190782
22071013800,0.328,0.212,0.944,29600,0.852,0.121,0.43749902977152055
22071009900,0.091,0.007,0.944,95200,0.967,0.232,0.2184464743720641
22071000616,0.122,0.066,0.87,73400,0.93,0.182,0.29802239745027165
22071001302,0.251,0.285,0.938,53000,0.783,0.332,0.46391436135546593
22071004800,0.488,0.419,0.85,16500,0.878,0.27,0.6048522294337023
22073000200,0.183,0.1,0.931,81400,0.931,0.027,0.28089724031901236
22075050400,0.137,0.173,0.88,87600,0.793,0.138,0.35993948358395544
22087030104,0.22,0.124,0.926,50300,0.837,0.155,0.37426139213781134
22095070800,0.17,0.141,0.871,59600,0.794,0.392,0.4168972348091977
01095031200,0.161,0.154,0.915,55100,0.893,0.132,0.34243402911391185
01073012401,0.191,0.201,0.908,71200,0.958,0.062,0.3253677305245063
01073003400,0.318,0.416,0.831,32100,0.819,0.241,0.5586914663896502
01073010402,0.275,0.403,0.916,28700,0.885,0.033,0.4665668897781237
01073005101,0.454,0.46,0.806,30200,0.842,0.318,0.6280418679895985
01073000500,0.678,0.737,0.806,12500,0.763,0.141,0.8043238897409838
01073010705,0.017,0.013,0.989,155000,0.986,0.088,0.10650043777316164
01103001000,0.124,0.094,0.867,55600,0.812,0.038,0.3460109480459461
01125011701,0.266,0.399,0.88,35500,0.797,0.126,0.5100724840170526
01125012304,0.376,0.156,0.911,35800,0.924,0.06,0.4122802598448138
01065040300,0.393,0.523,0.952,NA,0.831,0.269,NA
01099075800,0.303,0.078,0.843,33800,0.917,0.328,0.4249703091485578
01127021300,0.174,0.059,0.897,46500,0.8,0.169,0.36775502481010103
01129044000,0.112,0.077,0.917,67800,0.893,0.293,0.3107273029461242
28053950100,0.249,0.229,0.872,28800,0.756,0.136,0.47757996635379013
28053950300,0.206,0.361,0.855,40900,0.767,0.153,0.4969584329693343
30105940600,0.145,0.099,0.91,57100,0.921,0.414,0.3440923098217059
39039958300,0.025,0.058,0.907,66500,0.889,0.023,0.25169731053756417
28105950500,0.362,0.155,0.965,39000,0.939,0.183,0.39412707398354385
29021002500,0.198,0.224,0.877,47000,0.804,0.151,0.42796243507918663
29021001700,0.168,0.165,0.885,52300,0.961,0.148,0.3403218637313832
12005001900,0.128,0.049,0.872,77100,0.949,0.083,0.273356530097399
12005002200,0.182,0.319,0.662,50800,0.813,0.103,0.5176334856949996
39095002402,0.273,0.311,0.822,50400,0.892,0.221,0.47402175554523945
39095003200,0.426,0.325,0.904,26600,0.903,0.246,0.5174058140776046
39095003100,0.344,0.127,0.976,50500,0.89,0.086,0.3715559892945665
39095005503,0.102,0.114,0.98,72800,0.958,0.028,0.2389663378165659
39095010002,0.098,0.138,0.95,65200,0.911,0.148,0.2916558015539792
39095001800,0.607,0.457,0.938,20800,0.682,0.106,0.6661348195292611
01079979300,0.161,0.137,0.915,65700,0.851,0.117,0.3408580312725139
05035030101,0.349,0.383,0.904,34400,0.675,0.27,0.582084821773892
12017450201,0.206,0.205,0.893,38900,0.905,0.094,0.38548643015283046
12035060107,0.185,0.059,0.8,67500,0.937,0.11,0.3364140879251066
12053041201,0.156,0.143,0.873,66000,0.928,0.063,0.32405390669147127
12073000400,0.162,0.267,0.949,48200,0.943,0.227,0.3637859269924597
12073001500,0.26,0.2,0.918,55700,0.976,0.115,0.35704007278568073
12075970400,0.201,0.134,0.866,56000,0.879,0.372,0.3990021777856461
12091022500,0.104,0.053,0.853,81300,0.938,0.112,0.27713094219368106
12103024406,0.127,0.077,0.857,69500,0.934,0.141,0.3048783889652956
12103025110,0.03,0.058,0.972,113000,0.953,0.103,0.17832459178319904
12103026812,0.069,0.041,0.83,65800,0.982,0.051,0.2617715620518747
12103022802,0.069,0.051,0.949,103000,0.928,0.029,0.20565689165126003
12103024301,0.096,0.137,0.861,89600,0.856,0.085,0.31391078648671217
12103027206,0.193,0.092,0.909,92800,0.916,0.065,0.2896570131386451
12103025014,0.049,0.145,0.879,79200,0.855,0.073,0.3020330917762128
12103020700,0.155,0.273,0.913,69700,0.865,0.304,0.3933795676945444
12113010812,0.04,0.056,0.938,115000,0.982,0.13,0.18511347724667787
12117021614,0.032,0.09,0.922,95400,0.94,0.111,0.2267593114107343
12117020902,0.347,0.193,0.712,44200,0.815,0.082,0.5184278221328243
12117021611,0.045,0.036,0.952,105000,0.971,0.007,0.17364755901115042
12117020302,0.197,0.429,0.764,52800,0.879,0.107,0.49455456793798075
12127082406,0.133,0.028,0.876,55000,0.941,0.039,0.2834769103623554
13095010900,0.275,0.116,0.88,53300,0.863,0.143,0.3940420990934162
13095000501,0.065,0.073,0.923,64900,0.944,0.022,0.24616281201031212
15001020202,0.073,0.154,0.987,66100,0.905,0.191,0.28092196183292367
40119010600,0.357,0.151,0.911,33400,0.971,0.208,0.40786287687383255
28001000800,0.34,0.143,0.87,45400,0.88,0.282,0.44385069829447743
28025950300,0.392,0.38,0.947,29000,0.736,0.12,0.5463857867285935
47099960401,0.177,0.13,0.897,51800,0.904,0.112,0.3439030964521368
28047000900,0.022,0,0.939,102000,0.99,0.109,0.168083695168007
18005010600,0.136,0.135,0.958,56600,0.929,0.122,0.298458922758961
19105070100,0.069,0.041,0.985,89300,0.965,0.034,0.1892200517854077
36015010500,0.161,0.184,0.97,49700,0.949,0.137,0.3175794576830516
22001960300,0.083,0.116,0.961,81000,0.769,0.163,0.3122947525380366
35007950500,0.131,0.308,0.951,53700,0.868,0.168,0.37881962617503817
37013930200,0.212,0.128,0.866,56300,0.867,0.202,0.38504291917222927
36051031000,0.353,NA,0.824,NA,0.469,NA,NA
20033967600,0.112,0.052,0.909,49400,0.952,0.218,0.2932745390229008
21067001000,0.156,0.131,0.851,60200,0.885,0.146,0.35735667295461426
21067003101,0.201,0.193,0.91,76300,0.927,0.121,0.3384337127376422
21067000700,0.4,0.043,0.937,60000,0.971,0.163,0.3529263911394785
01015000300,0.217,0.436,0.866,29500,0.814,0.336,0.5336146495052988
21073071200,0.377,0.363,0.902,47000,0.841,0.165,0.5077349581103269
18019050606,0.035,0.063,0.946,60900,0.897,0.006,0.24227466775528278
18019050303,0.143,0.041,0.815,46700,0.891,0.174,0.35211570019948474
36055012600,0.081,0.023,0.96,84400,0.982,0.067,0.19914018449513335
36055013902,0.262,0.334,0.925,57600,0.865,0.1,0.42874355804394315
36055002400,0.39,0.689,0.962,30400,0.71,0.144,0.6421240765886826
36055013604,0.222,0.32,0.997,52800,0.908,0.075,0.37197759839010297
36055009500,0.165,0.181,0.973,55600,0.92,0.104,0.31788011901323865
36055011205,0.035,0.071,0.992,106000,0.991,0.023,0.1604454779979445
36055012700,0.026,0.037,0.99,121000,0.971,0.113,0.15262555402151515
01023956800,0.208,0.188,0.883,43300,0.878,0.266,0.409890881805027
31019969500,0.227,0.162,0.827,61500,0.776,0.156,0.43511308782461083
23019000600,0.295,0.345,0.902,43600,0.985,0.123,0.4253433757315147
23019031200,0.07,0.15,0.909,62200,0.933,0.126,0.29363696238591336
23019014000,0.178,0.143,0.903,62600,0.863,0.142,0.35402509451229436
29087960100,0.094,0.093,0.905,58200,0.891,0.261,0.3190127031057862
13089020500,0.067,0.095,0.909,100000,0.927,0.1,0.24365875958355382
18027954800,0.196,0.177,0.908,46500,0.849,0.151,0.38739822119574485
13097080505,0.139,0.146,0.845,63300,0.96,0.116,0.32723790761825833
29155470300,0.194,0.373,0.874,44100,0.817,0.158,0.47078260407678757
36097950300,0.172,0.123,0.96,59900,0.931,0.405,0.3350411461562644
31047968200,0.066,0.079,0.968,85100,0.914,0.112,0.23529820309799684
01039961600,0.158,0.079,0.949,73700,0.899,0.297,0.30817138466129895
21093001100,0.218,0.094,0.951,47800,0.93,0.061,0.31570055981664563
36101962500,0.243,0.189,0.986,45400,0.924,0.122,0.35028751519440954
31079000400,0.09,0.068,0.844,73000,0.842,0.031,0.3101235583051285
31079000900,0.14,0.177,0.877,55300,0.786,0.031,0.38034959242386346
21097950300,0.196,0.193,0.961,66300,0.942,0.08,0.31683261014100594
18043070200,0.221,0.224,0.891,55800,0.821,0.136,0.4155600570129237
31081969300,0.07,0.067,0.949,71900,0.986,0.169,0.2334760966295585
01043964600,0.067,0.094,0.914,72400,0.865,0.145,0.2906613979515219
13143010100,0.364,0.241,0.881,56800,0.81,0.068,0.4660150120570095
36121970900,0.026,0.033,0.987,93200,0.926,0.173,0.19785209231150322
30015010200,0.047,0.044,0.936,68100,0.953,0.248,0.24722581097880195
01085781000,0.247,0.258,0.932,41800,0.853,0.114,0.4176577955244147
01047956600,0.289,0.244,0.912,28800,0.935,0.224,0.4306016076820743
18065976400,0.186,0.058,0.919,53000,0.905,0.103,0.3151018806604506
20175965800,0.112,0.086,0.824,62300,0.667,0.119,0.40772093625654626
18071968200,0.052,0.038,0.947,66900,0.938,0.1,0.23208491507155085
31109002300,0.167,0.13,0.841,68200,0.919,0.067,0.33710821166248417
31109003801,0.155,0.045,0.946,82700,0.987,0.041,0.2317158542934669
31109000202,0.241,0.234,0.925,37500,0.929,0.053,0.3822526531090503
31109000300,0.185,0.194,0.885,53200,0.914,0.101,0.364070099789633
31109000600,0.588,0.115,0.961,43800,1,0.025,0.4149505506263004
21111011706,0.053,0.034,0.974,81600,0.956,0.029,0.19483583399248422
21111011003,0.092,0.047,0.92,64300,0.934,0.023,0.2523492875528589
21111012604,0.059,0.269,0.995,57000,0.823,0.051,0.3265351900135254
21111012301,0.133,0.121,0.931,61300,0.918,0.026,0.29188982436727884
21111004400,0.234,0.148,0.902,48000,0.79,0.075,0.40319833286146756
21111001400,0.576,0.595,0.973,24600,0.892,0.077,0.6071876697198123
20189965200,0.157,0.056,0.797,60300,0.695,0.158,0.42016893148161355
01055000600,0.291,0.201,0.647,41200,0.768,0.22,0.5603650887443069
18077966300,0.097,0.121,0.946,56800,0.887,0.159,0.30411238172881894
01077010600,0.205,0.137,0.765,50400,0.91,0.306,0.4247801705966209
21117061400,0.191,0.089,0.974,48000,0.915,0.131,0.3099099215115763
21117060700,0.107,0.088,0.921,87900,0.892,0.146,0.2774566696574096
31129960100,0.06,0.056,0.871,62900,0.875,0.188,0.30237232838129513
18081610201,0.088,0.045,0.936,65300,0.849,0.028,0.2728440750650307
31131967000,0.209,0.092,0.947,51800,0.918,0.102,0.31900753589727143
01003010100,0.159,0.145,0.911,56400,0.859,0.318,0.3722700765290969
18093950900,0.226,0.119,0.966,51100,0.908,0.145,0.33451433994650176
18105000402,0.165,0.07,0.933,68100,0.926,0.068,0.2829467031686692
18105000501,0.093,0.133,0.987,63300,0.945,0.085,0.2579854402328519
36029009112,0.268,0.282,0.986,51200,0.887,0.166,0.3986144224456785
36029003800,0.43,0.472,0.973,31100,0.829,0.087,0.5398392507509246
36029006301,0.212,0.18,0.995,87200,0.969,0.114,0.2831174116488594
36029011400,0.168,0.229,0.95,68000,0.851,0.095,0.35317290283046743
36029010805,0.043,0.048,0.989,82700,0.944,0.042,0.19483613354134158
36029016600,0.371,0.444,0.951,25000,0.755,0.196,0.5627526560893543
36029011000,0.122,0.177,0.982,64000,0.912,0.068,0.2908491743710824
36029007700,0.133,0.133,0.966,68800,0.942,0.045,0.2705146644937079
36029007902,0.063,0.066,0.958,90200,0.966,0.047,0.20492653357243287
36029013300,0.044,0.051,0.995,81700,0.969,0,0.18148951146356726
36029007904,0.044,0.034,0.982,74000,0.955,0,0.19235279536311217
36029011500,0.081,0.127,0.965,47500,0.963,0.069,0.2656999076503138
18123952300,0.053,0.031,0.946,84800,0.935,0.043,0.21013227235080292
28149950500,0.326,0.209,0.931,46300,0.89,0.202,0.42326013015858954
21217920100,0.155,0.151,0.912,62300,0.858,0.198,0.35396099377595525
28151000900,0.41,0.239,0.943,30000,0.805,0.23,0.5006219436401276
28151001200,0.451,0.212,0.864,21200,0.689,0.302,0.5894136619967647
18143966800,0.178,0.256,0.971,29900,0.872,0.172,0.3905637477917732
22003950400,0.16,0.254,0.934,51100,0.794,0.179,0.4067590922996223
22011960300,0.229,0.23,0.908,58500,0.911,0.128,0.3803864326736523
28081950601,0.088,0.067,0.926,62100,0.946,0.077,0.2588107006155832
28081950800,0.118,0.095,0.898,44600,0.87,0.126,0.3329349930639316
18177010300,0.09,0.077,0.846,79300,0.868,0.099,0.30587542918469024
18177010400,0.078,0.153,0.951,59600,0.965,0.162,0.2774030140025308
22079012500,0.238,0.228,0.891,45300,0.909,0.23,0.41241724090968085
22079011600,0.12,0.178,0.936,59600,0.939,0.221,0.3195150881077346
22079010600,0.122,0.112,0.893,51400,0.923,0.295,0.33706149107125816
31111960200,0.115,0.248,0.942,45700,0.893,0.218,0.36317665098325014
31111960300,0.109,0.083,0.907,67300,0.955,0.069,0.26904924272526837
23003952000,0.149,0.299,0.947,49900,0.939,0.081,0.3528755638296601
23003952400,0.259,0.355,0.959,39900,0.891,0.091,0.42667738572703195
21187970100,0.226,0.075,0.929,58400,0.826,0.181,0.36048774778050213
31171957100,0.048,0.025,0.955,72700,0.931,0.134,0.22539456615364525
17143003000,0.128,0.127,0.952,75200,0.967,0.042,0.2581146259686993
17143004300,0.143,0.133,0.929,52900,0.951,0.092,0.3030183248568646
47175925000,0.152,0.17,0.796,62600,0.849,0.171,0.4006120044595178
18051050401,0.109,0.05,0.972,73600,0.945,0.15,0.24292534003997607
40025950300,0.129,0.134,0.829,49100,0.84,0.445,0.41623569826691886
48195950100,0.056,0.003,0.865,69600,0.696,0.179,0.34090787113535936
18165020400,0.098,0.089,0.953,91500,0.931,0.051,0.23611026149019965
17073030600,0.144,0.249,0.931,42500,0.77,0.107,0.40812776673286966
17073030900,0.117,0.193,0.985,57100,0.868,0.036,0.30972448619185394
38015010300,0.157,0.083,0.917,65400,0.947,0.069,0.28536415707206075
38015011101,0.041,0.055,0.995,83000,0.978,0.069,0.18552004528622018
19103001200,0.19,0.047,0.974,84800,0.985,0.037,0.23197604470003128
55139003600,0.028,0.05,0.972,128000,0.981,0.007,0.1422854304681574
55139001100,0.159,0.094,0.928,58200,0.907,0.054,0.3029911245768729
46075091600,0.158,0.025,0.889,64700,0.955,0.257,0.2982472672692458
55015020100,0.095,0.052,0.978,77400,0.916,0.043,0.23098267762736016
19123950400,0.123,0.117,0.925,67900,0.975,0.048,0.2675060590662319
48375010700,0.06,0.104,0.836,84400,0.821,0.05,0.3135650651378934
48375014100,0.355,0.187,0.658,55500,0.765,0.093,0.5475207669868616
40153953100,0.108,0.075,0.875,62400,0.902,0.191,0.3139426261119347
16021970100,0.188,0.143,0.877,72200,0.88,0.111,0.34946272988078486
